Pitjara,147.1666667,-24.91666667
Njamal,120,-21.16666667
Bilingara,131.6666667,-15.91666667
Kairi,147.9166667,-23.91666667
Binbinga,136,-16.58333333
Pintubi,129.5,-22.91666667
Pindiini,127.5,-29.5
Indjibandi,117.75,-21.66666667
Bingongina,132.5,-18.33333333
Binigura,116.25,-22.66666667
Larakia,130.75,-12.58333333
Biria,147.8333333,-20.66666667
Kitabal,152.4166667,-28.41666667
Jagara,152.6666667,-27.66666667
Jukambe,153,-27.91666667
Birpai,152.25,-31.83333333
Bitjara,143,-28.5
Wiljakali,141,-31.91666667
Pitapita,139.75,-22.75
Kirrae,143.0833333,-38.16666667
Tjapwurong,142.6666667,-37.5
Idindji,145.75,-17.16666667
Djiru,146,-17.86666667
Kokoimudji,145.0833333,-15.25
Jaadwa,142.3333333,-36.66666667
Ngardi,129.0833333,-20.83333333
Punaba,125.6666667,-17.75
Bunurong,145.5,-38.33333333
Undanbi,153.0833333,-26.91666667
Warkawarka,142.6666667,-35.66666667
Ngugi,153.4166667,-27.16666667
Taungurong,145.5833333,-37.16666667
Kaiabara,151.75,-26.58333333
Wathaurung,143.9166667,-38
Tatungalung,148.4166667,-38.08333333
Dalabon,134.8333333,-13.5
Brabiralung,147.3333333,-37.5
Bratauolung,146.5,-38.58333333
Braiakaulung,146.6666667,-37.83333333
Jaitmathang,147.5833333,-36.83333333
Koreng,118.5,-34
Ualarai,147.4166667,-29.5
Daruk,150.5833333,-33.58333333
Djangu,136.5,-12.33333333
Buruna,115.0833333,-23.08333333
Wotjobaluk,141.75,-35.83333333
Maljangapa,141.5,-30.66666667
Jaroinga,138,-21.16666667
Kawambarai,148.5,-31.5
Nanda,114.0833333,-27
Jungkurara,146.4166667,-16
Buluwai,145.5833333,-17
Gia,148.5,-20.5
Warakamai,146.25,-18.91666667
Kolakngat,143.5,-38.41666667
Naualko,144.0833333,-31.16666667
Diakui,135.4166667,-12.08333333
Gandangara,150,-34.33333333
Wulgurukaba,146.75,-19.25
Mbewum,142.25,-12.91666667
Kabikabi,152.4166667,-25.75
Kalkadunga,140,-20.91666667
Kambuwal,151.4166667,-28.58333333
Kamilaroi,140.5833333,-30.25
Potaruwutj,140.5,-36.41666667
Kangulu,150.25,-24.25
Whadjuk,116.0833333,-32
Tharawal,150.9166667,-34.16666667
Wudjari,119.75,-33.66666667
Djankun,144.8333333,-17.08333333
Djaru,128,-18.66666667
Tjial,129.6666667,-17.16666667
Djerait,130.4166667,-13
Tjingili,133.8333333,-17.75
Tjongkandji,141.9166667,-12.08333333
Djirubal,145.4166667,-17.66666667
Tedei,114.9166667,-25.66666667
Tjuroro,117,-23.33333333
Djaui,123.1666667,-16.41666667
Koa,142.3333333,-22.16666667
Minang,117.6666667,-34.75
Kokata,134,-29.33333333
Kunggari,147.0833333,-27.25
Mandandanji,148.5833333,-27.08333333
Koenpal,153.4166667,-27.75
Kokowara,144.5833333,-15.08333333
Laia,143.4166667,-15.66666667
Minjungbal,153.4166667,-28.25
Kwarandji,133.3333333,-16.75
Tanganekald,139.5833333,-35.91666667
Wurundjeri,145.4166667,-37.66666667
Kula,145.3333333,-29.75
Kunindiri,136.3333333,-17.83333333
Korenggoreng,151.25,-25.08333333
Tagalag,143,-18.33333333
Daii,135.75,-13.41666667
Taior,141.8333333,-14.83333333
Djakunda,151,-26.08333333
Talandji,115.1666667,-22.41666667
Dalla,152.4166667,-26.91666667
Jirandali,144.3333333,-21.25
Targari,114.9166667,-23.83333333
Tulua,151.1666667,-24.25
Dangbon,134.3333333,-12.66666667
Danggali,140.75,-33.25
Dangu,136.6666667,-12.33333333
Darkinjang,150.8333333,-33.08333333
Niabali,120.1666667,#VALUE!
Taribelang,152.0833333,-24.83333333
Tatitati,142.9166667,-34.75
Dieri,139,-28.33333333
Wembawemba,144,-35.33333333
Gunditjmara,142,-38.08333333
Duduroa,147.3333333,-36.25
Waluwara,138.75,-21.75
Marimanindji,130.4166667,-14
Ngadadjara,127.25,-25.25
Tjalkadjara,123,-27.83333333
Njikena,124.3333333,-18.16666667
Djaberadjabera,122.5,-17.16666667
Jaara,143.6666667,-36.66666667
Djalakuru,144,-11.5
Djamindjung,130.4166667,-15.08333333
Kitja,127.5,-17.25
Keiadjara,126,-23.5
Jawuru,122.6666667,-18.16666667
Djerimanga,131.4166667,-12.41666667
Djilamatang,148,-36.33333333
Djinba,134.9166667,-12.83333333
Weraerai,150.5,-29.33333333
Ngolokwangga,130.5833333,-13.58333333
Pongaponga,130.4166667,-13.41666667
Djiringanj,149.75,-36.5
Djiwali,116.5833333,-23.75
Djowei,131.6666667,-12.83333333
Walmadjari,125.75,-19.41666667
Djugun,122.3333333,-17.83333333
Tagoman,131.5833333,-14.08333333
Jangga,147.4166667,-21.33333333
Irukandji,145.6666667,-16.75
Duulngari,128.5833333,-14.91666667
Ngatjan,145.6666667,-17.33333333
Iwaidja,132.5833333,-11.41666667
Njakinjaki,118.6666667,-32.5
Jitajita,144,-33.75
Ilba,146.0833333,-20.83333333
Jiman,149.5833333,-25.66666667
Unjadi,142.5833333,-11.58333333
Kwatkwat,145.9166667,-36.08333333
Jandruwanta,140.4166667,-28.33333333
Jokula,138.8333333,-17.5
Erawirung,140.5833333,-34.33333333
Ngandangara,143.1666667,-26.83333333
Widjabal,153,-28.66666667
Wadikali,141.25,-29.25
Walmbaria,144.25,-14.16666667
Ngulungbara,153.25,-25
Gaari,132.9166667,-11.16666667
Gadjalivia,134.5,-12.33333333
Kadjerong,129.5,-15
Kartudjara,121.8333333,-23.25
Ngemba,146.0833333,-30.5
Kaititja,134.5,-20.83333333
Kalali,144.0833333,-28.41666667
Gambalang,133.5833333,-12.08333333
Nggamadi,142.25,-11.58333333
Kamor,130.75,-13.91666667
Kandju,143.0833333,-13.58333333
Karadjari,122.25,-18.83333333
Murinbata,129.6666667,-14.58333333
Karawa,137.25,-17.25
Karuwali,141,-25.08333333
Geawegal,151,-32
Kariara,118.4166667,-20.91666667
Jadira,116.0833333,-21.91666667
Kureinji,142.4166667,-34.25
Korindji,130.6666667,-17.66666667
Kareldi,141,-17.41666667
Keinjan,152,-28.25
Gunwinggu,133.5833333,-12.33333333
Nawagi,145.9166667,-18.91666667
Giabal,151.75,-27.66666667
Kunggara,141.4166667,-16.75
Keramai,145.75,-18.25
Ngarla,119.5,-20.16666667
Ngaluma,117.5,-21
Nguri,140.8333333,-25.58333333
Ngewin,135.3333333,-15.91666667
Ngurelban,144.75,-36.66666667
Koara,120.25,-28.16666667
Goeng,151.6666667,-24.25
Wongkanguru,137.1666667,-26.66666667
Ngaro,149.0833333,-20.5
Kwantari,141.8333333,-16.16666667
Kongkandji,145.8333333,-17.08333333
Konejandi,126.3333333,-18.41666667
Maung,133.5,-11.75
Koamu,147.6666667,-28.5
Kutjala,145.0833333,-19.83333333
Kokojelandji,144.5,-16.25
Gulngai,145.6666667,-17.83333333
Gunavidji,134.1666667,-12.16666667
Lardiil,137.3333333,-16.58333333
Ngundjan,142.6666667,-16.58333333
Kungarakan,130.8333333,-13.25
Gungorogone,134.3333333,-12.5
Kurama,117,-22.33333333
Ngunawal,149.1666667,-34.91666667
Ngarinman,130.5833333,-16.5
Madngela,130.5,-13.75
Wirangu,133.5833333,-31.58333333
Ngalakan,134.0833333,-14.33333333
Njangamarda Kundal,121.75,-20
Njangamarda Iparuka,122.25,-21.33333333
Nana,124.25,-25.83333333
Juat,115.9166667,-30.91666667
Ildawongga,127,-22.5
Wodiwodi,150.6666667,-34.58333333
Jilngali,130.8333333,-14.41666667
Inawongga,117.75,-23.41666667
Indjilandji,137.25,-19.41666667
Jathaikana,142.75,-11.16666667
Jinigudira,114.1666667,-22.33333333
Iningai,144.9166667,-23
Ngintait,141.1666667,-34.41666667
Ithu,144.9166667,-14.41666667
Jetimarala,149.5833333,-23
Wirdinja,120.3333333,-23.83333333
Jaburara,116.8333333,-20.66666667
Kalamaia,119,-30.33333333
Wiilman,117.1666667,-33.16666667
Kaneang,116.6666667,-34
Jalanga,140,-21.91666667
Ngalia,131,-22.25
Jupagalk,143.1666667,-35.91666667
Jambina,147.4166667,-22.16666667
Wunambal,125.5,-14.83333333
Janda,140.8333333,-22.16666667
Jangaa,143.4166667,-19.16666667
Pontunj,143.3333333,-12.91666667
Jangman,132.9166667,-15.66666667
Jarildekald,139.3333333,-35.5
Jarijari,142.3333333,-35.16666667
Jarowair,151.75,-27.25
Ngurlu,120.8333333,-29.33333333
Jauraworka,140.4166667,-26.66666667
Mardudunera,116.5,-21.08333333
Noala,115.5833333,-21.5
Jiegera,153.1666667,-29.58333333
Jeithi,145.9166667,-35.41666667
Jeljendi,138.75,-25.66666667
Wandandian,150.25,-35.08333333
Jeteneru,143.75,-14.58333333
Kabalbara,148.75,-22.91666667
Maduwongga,121.5,-30.25
Jinwum,142.8333333,-12.75
Jirjoront,141.75,-15.33333333
Julaolinja,138.6666667,-23.41666667
Juipera,149.0833333,-21.25
Jukambal,152.1666667,-29.25
Jukul,134.5833333,-14.66666667
Kokopatun,145.0833333,-17.91666667
Jumu,131.3333333,-23.33333333
Junggor,130.5,-13.16666667
Kokangol,143.3333333,-15.16666667
Wakabunga,139.1666667,-19.66666667
Nakara,134.5,-12.16666667
Karingbal,148.5833333,-24.91666667
Kalaako,121.5,-32.16666667
Mandjindja,126.1666667,-27.33333333
Kalibal,153.0833333,-28.25
Kalibamu,140.0833333,-17.91666667
Kanolu,149,-23.66666667
Karaman,130.25,-14.83333333
Walangama,141.9166667,-17.66666667
Karanja,139.8333333,-23.83333333
Karendala,142.5833333,-26.75
Karenggapa,142.75,-29.25
Wadjabangai,145.9166667,-24.25
Krauatungalung,148.5833333,-37.58333333
Katubanut,143.0833333,-38.75
Kaurareg,142.1666667,-10.66666667
Totj,142.4166667,-12.75
Marditjali,141.1666667,-36.75
Kongabula,148.6666667,-25.75
Waljen,122.75,-29.33333333
Murunitja,126,-30.25
Kwiambal,151.25,-29.41666667
Koinjmal,149.75,-22.33333333
Wikampama,142.1666667,-13.33333333
Muluridji,145.1666667,-16.66666667
Olkolo,142.25,-15.25
Kokowalandja,144.6666667,-15.58333333
Kokobididji,144.9166667,-15.58333333
Wulpura,145,-16.08333333
Kokokulunggur,145.3333333,-16.41666667
Ombila,143.5,-13.5
Wakara,144.25,-16.75
Warwa,123.6666667,-17.25
Wanjiwalku,142.6666667,-30.41666667
Madoitja,120,-25.41666667
Kutjal,143.25,-17.41666667
Mian,146.3333333,-21.83333333
Kungkalenja,139.25,-23.75
Kuungkari,144.3333333,-24.58333333
Warki,138.9166667,-35.41666667
Kulumali,142.25,-25.66666667
Mitjamba,143.5,-20
Wiradjuri,147.5,-33.83333333
Kungadutji,142.0833333,-26.41666667
Kunja,146.1666667,-26.83333333
Lanima,138.8333333,-24.33333333
Mara,135.1666667,-14.83333333
Walu,137.0333333,-15.7
Wilingura,134.4333333,-15.75
Norweilemil,132,-12.33333333
Lotiga,142.25,-11.83333333
Mandi,114,-24.75
Mutpura,132,-17.16666667
Madjandji,145.9166667,-17.33333333
Ngaiawongga,119.75,-26.66666667
Maia,114.4166667,-24.41666667
Rembarunga,#VALUE!,-13.25
Maiawali,141.6666667,-23.5
Worora,124.75,-15.66666667
Maithakari,140.6666667,-20.08333333
Maikudunu,139.6666667,-19.25
Maijabi,140.5833333,-19.16666667
Maikulan,141.8333333,-18.91666667
Milpulo,142.4166667,-31.91666667
Malgana,114.9166667,-26.75
Malgaru,115.5833333,-24.58333333
Malngin,128.75,-17
Malintji,143.1666667,-23.75
Thereila,142.1666667,-28.08333333
Mangala,124,-19.83333333
Mandara,119.25,-23.41666667
Mandjildjara,125.0833333,-22.58333333
Mangarai,133.4166667,-14.75
Nanggikorongo,130.25,-14.41666667
Wandjira,129.5,-18
Maranganji,144.5833333,-27.33333333
Marinunggo,130.3333333,-13.83333333
Morowari,146.4166667,-29
Ngarabal,151.5833333,-29.5
Mariamo,130,-13.91666667
Maridan,130.0833333,-14
Marithiel,130.1666667,-13.66666667
Maridjabin,129.8333333,-14
Watta,132.75,-13.25
Marijedi,129.9166667,-13.75
Peramangk,138.9166667,-34.91666667
Maringar,130,-14.25
Mariu,129.5833333,-15.5
Nanggumiri,131.3333333,-14.66666667
Marrago,140.1666667,-18.33333333
Mitaka,139.4166667,-25
Marulta,142,-25.41666667
Meintangk,140.25,-36.91666667
Menthajangal,130,-13.58333333
Nganguruku,139.4166667,-34.83333333
Mimungkum,141.9166667,-14.25
Mingin,139.5833333,-18.16666667
Minjambuta,146.5,-36.83333333
Miriwung,128.9166667,-15.66666667
Wikmunkan,142.8333333,-13.83333333
Nunukul,154.5,-27.41666667
Wongaibon,146.5,-32
Wakawaka,151.75,-25.83333333
Muragan,142.5833333,-15.75
Muringura,129.9166667,-14.66666667
Mutjati,142.75,-11.58333333
Ngandi,134.5,-13.91666667
Nakako,128.6666667,-27.33333333
Ngarlawongga,118.9166667,#VALUE!
Wongkadjera,138.8333333,-22.91666667
Nunggubuju,135.5833333,#VALUE!
Ngalea,129,-29
Wanman,123.3333333,-22.16666667
Narinari,144.4166667,-34.5
Ramindjeri,138.5,-35.58333333
Ngaun,142,-19.91666667
Wiknantjara,141.6666667,-14.33333333
Ola,126.75,-17
Ngaku,152.6666667,-31
Ngaliwuru,120.6666667,-16.16666667
Ngamba,152.6666667,-31.58333333
Ngurawola,140.8333333,-27.16666667
Ngaralta,139.1666667,-35.08333333
Ongkomi,124.8333333,-17.08333333
Ninanu,117.3333333,-24.16666667
Weilwan,147.6666667,-30.5
Ngoborindi,138.9166667,-18.08333333
Ngolibardu,122,-22.25
Ngombal,122.4166667,-17.5
Ngurunta,140.5,-30.75
Nimanburu,124.0833333,-17.25
Njulnjul,122.8333333,-16.83333333
Njunga,122.1666667,-33.75
Ringaringa,140.1666667,-23
Njuwathai,142.3333333,-12.41666667
Ongkarango,123.5,-16.58333333
Otati,142.9166667,-11.91666667
Wakaman,144.25,-17.5
Wagoman,131.1666667,-14.25
Wanamara,141.8333333,-21.16666667
Portaulun,139.25,-35.25
Rakkaia,140.1666667,-23.58333333
Rungarungawa,138.5833333,-22.66666667
Tenma,115.9166667,-23.33333333
Tepiti,142.1666667,-12.16666667
Tirari,138,-28.5
Tjeraridjal,123.75,-30.58333333
Wardal,121.1666667,-25
Walgalu,148.6666667,-35.66666667
Wambaia,135.5833333,-18.58333333
Wogait,130.25,-13.16666667
Wanji,137.75,-18.41666667
Wirngir,127.8333333,-14.5
Wardaman,131,-15.41666667
Wadere,135.8333333,-15.58333333
Wadja,149.4166667,-24.5
Wadjalang,145.3333333,-25.83333333
Wandarang,135.1,-14.08333333
Wanjuru,146,-17.41666667
Wonnarua,150.8333333,-32.58333333
Wariangga,116,-24
Warungu,146,-19.5
Wiri,148.5833333,-21.41666667
Wikatinda,141.5833333,-13.58333333
Wikepa,141.6666667,-13.75
Wikianji,142.1666667,-14.41666667
Wikmean,142,-13.91666667
Wiknatanja,141.5833333,-14
Wulili,150.5833333,-25.33333333
Wongkamala,137.1666667,-24.5
Gadigal,151.0833333,-33.83333333
